Description;Points;Title;Price;Designation;Variety;Country;Winery;Taster;Alcohol;Bottle size;Category;Importer;Date published;Region;City
Tropical fruit and spring blossom aromas lead the nose on this informal white. The extremely simple palate offers green apple and a hint of green melon alongside zesty acidity. KERIN O’KEEFE;85;Canaletto 2018 Pinot Grigio (Delle Venezie);$12;;Pinot Grigio;Delle Venezie, Northeastern Italy, Italy;Canaletto;KERIN O’KEEFE;12%;750 ml;White;Ethica Wines;8/1/2019;Northeastern Italy;Delle Venezie
This copper-colored Pinot Grigio has aromas of spring blossom and green apple. The green-apple aroma carries on to the light informal palate along with white peach and fresh acidity. KERIN O’KEEFE;85;Viticultori Ponte 2018 Giò Pinot Grigio (Delle Venezie);$13;Giò;Pinot Grigio;Delle Venezie, Northeastern Italy, Italy;Viticultori Ponte;KERIN O’KEEFE;12%;750 ml;White;Bottle Diplomacy;8/1/2019;Northeastern Italy;Delle Venezie
This has subdued aromas that evoke spring blossom and orchard fruit. The extremely simple, light-bodied palate suggests hints of peach and citrus alongside firm acidity. KERIN O’KEEFE;85;Bellora 2018 Lugana;$18;;Turbiana, Italian White;Lugana, Lombardy, Italy;Bellora;KERIN O’KEEFE;12.5%;750 ml;White;J & M Distributing Co;8/1/2019;Lombardy;Lugana
This opens with aromas evoking adhesive bandage and citrus. It's lean and muddled, offering bitter medicinal herb, graphite and toasted notes but it lacks fruit richness. You'll also get a green note of powdered sage on the astringent close. KERIN O’KEEFE;85;Castel Sallegg 2016 Pratum Pinot Bianco (Alto Adige);$59;Pratum;Pinot Bianco, Pinot Blanc;Alto Adige, Northeastern Italy, Italy;Castel Sallegg;KERIN O’KEEFE;14%;750 ml;White;Grape Expectations (CA);8/1/2019;Northeastern Italy;Alto Adige
This has an unusual nose suggesting brimstone and hazelnut. The aromas carry over to the extremely simple but rather bitter palate along with a hint of peach pit. KERIN O’KEEFE;85;Menegotti 2018 Custoza;$10;;White Blend;Custoza, Veneto, Italy;Menegotti;KERIN O’KEEFE;12.5%;750 ml;White;Southport Wines;8/1/2019;Veneto;Custoza
The nose is shy but eventually reveals whiffs suggesting medicinal herb, grass and citrus. It's lean and diluted in terms of flavor, presenting lemon zest, mature yellow apple skin and a bitter nutty finish alongside firm acidity. KERIN O’KEEFE;85;Montresor 2017 Lugana;;;Turbiana, Italian White;Lugana, Lombardy, Italy;Montresor;KERIN O’KEEFE;13%;750 ml;White;Saranty Imports;8/1/2019;Lombardy;Lugana
This informal white has subdued aromas evoking yellow apple and green melon. The aromas carry on to the extremely simple light-bodied palate. KERIN O’KEEFE;85;Tommasi 2018 Le Rosse Pinot Grigio (Delle Venezie);$18;Le Rosse;Pinot Grigio;Delle Venezie, Northeastern Italy, Italy;Tommasi;KERIN O’KEEFE;12%;750 ml;White;Vintus LLC;8/1/2019;Northeastern Italy;Delle Venezie
Extremely simple and rather muddled, this has flavors suggesting ripe honeydew melon and candied lemon drop before a bitter finish. It's vigorous and initially fizzy but the fizz eventually burns off. KERIN O’KEEFE;84;Sgreva 2018 Sirmio (Lugana);$15;Sirmio;Turbiana, Italian White;Lugana, Lombardy, Italy;Sgreva;KERIN O’KEEFE;13%;750 ml;White;Love to Italy;8/1/2019;Lombardy;Lugana
The nose is quite shy but eventually reveals whiffs of adhesive bandage, medicinal herb and mature orange rind. The sharp diluted palate evokes bitter almond and an astringent hint of powdered sage. KERIN O’KEEFE;83;Onepiò 2017 Lugana;;;Turbiana, Italian White;Lugana, Lombardy, Italy;Onepiò;KERIN O’KEEFE;13%;750 ml;White;1_No Submitting Co;8/1/2019;Lombardy;Lugana
Made entirely with Pinot Nero, this elegant sparkler is both dazzling and savory. It opens with aromas of pomegranate, botanical herbs and bread crust that follow over to the dry, savory palate along with grapefruit and ginger notes. Bright acidity lends tension and freshness while a silky perlage imparts finesse. KERIN O’KEEFE;95;Berlucchi 2012 '61 Nature Rosé (Franciacorta);$68;'61 Nature Rosé;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Berlucchi;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Volio Vino;7/1/2019;Lombardy;Franciacorta
Earthy aromas of wild berry, new leather, truffle and exotic spice emerge from the glass. The concentrated, vibrant palate delivers dried black cherry, licorice, tobacco and black pepper alongside fine-grained tannins. Drink 2022–2029. KERIN O’KEEFE;94;Valdicava 2013 Madonna del Piano Riserva (Brunello di Montalcino);$300;Madonna del Piano Riserva;Sangiovese;Brunello di Montalcino, Tuscany, Italy;Valdicava;KERIN O’KEEFE;14%;750 ml;Red;Vinifera Imports;7/1/2019;Tuscany;Brunello di Montalcino
Bread crust, chamomile and mature yellow stone fruit aromas mingle with whiffs of grilled herbs. The creamy, complex palate delivers ripe apricot, yellow apple and lemon zest alongside fennel seed and a hint of acacia honey. Fresh acidity brightens the rich flavors while an elegant perlage lends finesse. A hazelnut note lingers on the close. KERIN O’KEEFE;93;Bellavista 2011 Vittorio Moretti Extra Brut (Franciacorta);$120;Vittorio Moretti Extra Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Bellavista;KERIN O’KEEFE;12.5%;750 ml;Sparkling;USA Wine West;7/1/2019;Lombardy;Franciacorta
Made with organically grown Chardonnay and Pinot Nero, this stunning sparkler offers intense aromas of toasted bread crust, eucalyptus, mature yellow stone fruit and a whiff of pressed wildflower. The vibrant, bone-dry palate delivers ripe golden apple, juicy grapefruit, ginger and crushed herbs alongside crisp acidity and a refined, lively perlage. It closes on a hazelnut note. KERIN O’KEEFE;93;Barone Pizzini 2012 Bagnadore Dosaggio Zero (Franciacorta);$60;Bagnadore Dosaggio Zero;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Barone Pizzini;KERIN O’KEEFE;12.5%;750 ml;Sparkling;LLS–Winebow;7/1/2019;Lombardy;Franciacorta
A 50-50 blend of Pinot Nero and Chardonnay, this has enticing scents of yellow wildflower, orchard fruit and a whiff of pastry dough. It's vibrant and elegant, offering juicy pomegranate, yellow apple and grapefruit alongside a savory hint of saline. A lively but refined mousse provides the backdrop. KERIN O’KEEFE;92;Bonfadini NV Rosé Brut Opera (Franciacorta);$35;Rosé Brut Opera;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Bonfadini;KERIN O’KEEFE;12.5%;750 ml;Sparkling;The Harvest Importing;7/1/2019;Lombardy;Franciacorta
Bread crust, baked apple and citrus aromas follow on to the crisp, elegant palate along with pear and grapefruit. A hint of ginger accents the primary flavors while bright acidity and a silky perlage provide vibrancy and finesse. KERIN O’KEEFE;92;Ferghettina 2014 Milledì Brut (Franciacorta);$67;Milledì Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Ferghettina;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Empson USA Ltd;7/1/2019;Lombardy;Franciacorta
Made with 90% Nerello Mascalese and 10% Carricante, this elegant rosato has a light, onion skin color, while alluring scents of citrus, Mediterranean scrub and white stone fruit float above the glass. On the tangy palate, crisp acidity lifts pomegranate, grapefruit, ginger and nectarine. A savory vein of salinity leaves a mouthwatering finish. KERIN O’KEEFE;92;Barone di Villagrande 2018 Rosato (Etna);$22;;Rosato, Rosé;Etna, Sicily & Sardinia, Italy;Barone di Villagrande;KERIN O’KEEFE;12.5%;750 ml;Rose;Omniwines Distribution;7/1/2019;Sicily & Sardinia;Etna
Fragrant and loaded with finesse, this elegant sparkler offers delicate but enticing scents of white spring flowers, orchard fruits, pie crust and a whiff of wild herbs. On the softly foaming palate, fresh acidity brightens creamy yellow apple, white peach and citrus notes before finishing on a thyme note. KERIN O’KEEFE;92;Ferghettina 2014 Satèn (Franciacorta);$61;Satèn;Chardonnay;Franciacorta, Lombardy, Italy;Ferghettina;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Empson USA Ltd;7/1/2019;Lombardy;Franciacorta
A blend of organically farmed Corvina (80%) and Rondinella (20%), this elegant rosato opens with enticing scents of spring field flower, aromatic herb, ripe peach and a whiff of baking spice. Smooth, bright and juicy, the savory, easy-drinking palate offers wild red berry, tangerine zest and a hint of white pepper alongside tangy acidity. KERIN O’KEEFE;91;Le Fraghe 2018 Ròdon (Bardolino Chiaretto);$16;Ròdon;Red Blends, Red Blends;Bardolino Chiaretto, Veneto, Italy;Le Fraghe;KERIN O’KEEFE;12.5%;750 ml;Rose;Oliver McCrum Wines;7/1/2019;Veneto;Bardolino Chiaretto
A 100% Sangiovese rosé, this opens with inviting aromas of wild berries, grilled herbs and a whiff of culinary spices. On the bright, savory palate, hints of ground clove and white pepper accent juicy red cherry, white peach and citrus while bright acidity gives it a tangy finish. KERIN O’KEEFE;91;Fattoria Fibbiano 2018 Rosato (Toscana);$22;;Rosato, Rosé;Toscana, Tuscany, Italy;Fattoria Fibbiano;KERIN O’KEEFE;13%;750 ml;Rose;Artisanal Cellars;7/1/2019;Tuscany;Toscana
High-toned aromas of wild strawberry, crushed cherry and powdered stone dazzle on the nose of this rusty-pink hued wine. There's ample tang and energy to the palate, with cranberry and cherry skin flavors enlivened by a slick of wet limestone. Red apple peel tannins offer a soft frame to it all, rising up on the finish to offer a final kiss of astringency. ALEXANDER PEARTREE;91;De Fermo 2017 Le Cince Superiore (Cerasuolo d'Abruzzo);$30;Le Cince Superiore;Montepulciano, Italian Red;Cerasuolo d'Abruzzo, Central Italy, Italy;De Fermo;ALEXANDER PEARTREE;13.5%;750 ml;Rose;Grand Cru Selections;7/1/2019;Central Italy;Cerasuolo d'Abruzzo
Made with 80% Chardonnay and 20% Pinot Nero, this has aromas of citrus, spring field flower and a whiff of bread crust. On the vibrant palate, bright acidity and a continuous, elegant perlage provide freshness and finesse to creamy yellow apple, dried apricot and a hint of hazelnut. KERIN O’KEEFE;91;Majolini 2011 Electo Brut (Franciacorta);$55;Electo Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Majolini;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Banville Wine Merchants;7/1/2019;Lombardy;Franciacorta
Aromas of French oak, coconut and wild berry leap from the glass. The elegant palate offers juicy red cherry, cranberry and well-integrated, oak-driven spice alongside fresh acidity and fine-grained tannins. Drink through 2022. KERIN O’KEEFE;91;Salicutti 2016 Rosso di Montalcino;$40;;Sangiovese;Rosso di Montalcino, Tuscany, Italy;Salicutti;KERIN O’KEEFE;14.5%;750 ml;Red;Polaner Selections;7/1/2019;Tuscany;Rosso di Montalcino
This absolutely delicious rosato opens with alluring aromas of Spanish broom, wild berry and a whiff of sea breeze. The smooth, savory palate doles out mouthfuls of juicy raspberry, pink grapefruit, white pepper and a salty mineral note alongside fresh acidity. KERIN O’KEEFE;91;Sallier de la Tour 2018 Madamarosé Rosé (Sicilia);$19;Madamarosé;Rosé;Sicilia, Sicily & Sardinia, Italy;Sallier de la Tour;KERIN O’KEEFE;13%;750 ml;Rose;Bourget Imports;7/1/2019;Sicily & Sardinia;Sicilia
Made from organically farmed grapes, this has aromas of underbrush, dark-skinned berry and cooking spice. The savory, full-bodied palate delivers ripe black plum, ground pepper and tobacco leaf alongside polished tannins. KERIN O’KEEFE;91;Massimago 2014 Conte Gastone (Amarone della Valpolicella);$45;Conte Gastone;Red Blends, Red Blends;Amarone della Valpolicella, Veneto, Italy;Massimago;KERIN O’KEEFE;16%;750 ml;Red;Artisanal Cellars;7/1/2019;Veneto;Amarone della Valpolicella
Brioche, crushed herbs, pressed field flowers and orchard fruits aromas shape the nose. It's silky, savory and structured, offering ripe Golden Delicious apple, grapefruit, toasted hazelnut and a hint of coffee alongside fresh acidity and an elegant perlage. KERIN O’KEEFE;91;Villa Crespia 2010 Brut Millè (Franciacorta);$35;Brut Millè;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Villa Crespia;KERIN O’KEEFE;13%;750 ml;Sparkling;Vinifera Imports;7/1/2019;Lombardy;Franciacorta
A wild strawberry and herb aroma carries a slight balsamic edge on the nose. The palate is well rounded and juicy in feel, with delicious red cherry and strawberry flavors that are honed by bright acidity and a tangy slick of wet stone. Cherry skin astringency marks the close, extending the fruit flavors into a medium finish. ALEXANDER PEARTREE;91;Cantina Zaccagnini 2018 Dal Tralcetto Dry Rosé (Cerasuolo d'Abruzzo);$18;Dal Tralcetto Dry Rosé;Montepulciano, Italian Red;Cerasuolo d'Abruzzo, Central Italy, Italy;Cantina Zaccagnini;ALEXANDER PEARTREE;12.5%;750 ml;Rose;WinesU;7/1/2019;Central Italy;Cerasuolo d'Abruzzo
Mature berry, sunbaked earth, underbrush and eucalyptus aromas lift out of the glass along with whiffs of clove. On the full-bodied palate, taut, polished tannins support fleshy black cherry, ripe cranberry and a hint of dried herbs. Best 2020–2022. KERIN O’KEEFE;91;Baricci 2017 Rosso di Montalcino;$50;;Sangiovese;Rosso di Montalcino, Tuscany, Italy;Baricci;KERIN O’KEEFE;14.5%;750 ml;Red;Vias Imports;7/1/2019;Tuscany;Rosso di Montalcino
Inviting floral and wild berry aromas mingle with whiffs of botanical herbs. On the savory, refreshing palate, tangy acidity accompanies pomegranate, juicy pink grapefruit and creamy white peach. It closes on a saline note. KERIN O’KEEFE;91;Cavalchina 2018 Bardolino Chiaretto;$17;;Red Blends, Red Blends;Bardolino Chiaretto, Veneto, Italy;Cavalchina;KERIN O’KEEFE;12.5%;750 ml;Rose;de Grazia Imports LLC;7/1/2019;Veneto;Bardolino Chiaretto
Made with Merlot, Cabernet Sauvignon and Syrah, this fresh, tangy rosato boasts juicy primary flavors of red currant, black cherry and raspberry. Notes of white pepper and Mediterranean herbs accent the fruity flavors. KERIN O’KEEFE;90;Campo alle Comete 2018 Rosato (Bolgheri);$23;;Rosato, Rosé;Bolgheri, Tuscany, Italy;Campo alle Comete;KERIN O’KEEFE;12.5%;750 ml;Rose;Vias Imports;7/1/2019;Tuscany;Bolgheri
This opens with delicate aromas of ripe black plum, baking spice and an earthy whiff of new leather. The forward palate delivers ripe black cherry, clove and tobacco alongside polished tannins. Drink through 2023. KERIN O’KEEFE;90;Casisano 2010 Brunello di Montalcino;$73;;Sangiovese;Brunello di Montalcino, Tuscany, Italy;Casisano;KERIN O’KEEFE;14%;750 ml;Red;Vintus LLC;7/1/2019;Tuscany;Brunello di Montalcino
Aromas of dark berry, violet and scorched earth take shape on this. The bright palate offers juicy Marasca cherry, clove and star anise alongside polished tannins and fresh acidity. Drink through 2023. KERIN O’KEEFE;90;Castello Tricerchi 2017 Rosso di Montalcino;$31;;Sangiovese;Rosso di Montalcino, Tuscany, Italy;Castello Tricerchi;KERIN O’KEEFE;14%;750 ml;Red;de Grazia Imports LLC;7/1/2019;Tuscany;Rosso di Montalcino
Made with 90% Chardonnay and 10% Pinot Nero, this has aromas evoking spring blossom, bread crust and white stone fruit. On the palate, a silky mousse lends finesse to creamy apple and grapefruit. It closes on a hint of ginger. KERIN O’KEEFE;90;Bonfadini NV Nobilium Brut (Franciacorta);$30;Nobilium Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Bonfadini;KERIN O’KEEFE;12.5%;750 ml;Sparkling;The Harvest Importing;7/1/2019;Lombardy;Franciacorta
This vibrant coral-pink rosato is a blend of 70% Negroamaro and 30% Susumaniello. The nose offers lifted aromas of gardenia and rose, with a squeeze pink grapefruit giving a burst of freshness. It's light in feel but bright on the palate in crisp citrus and melon flavors. There's a pleasing creaminess on the midpalate that leads to a kiss of grapefruit peel on the finish. ALEXANDER PEARTREE;90;Cantine Menhir 2018 Numero 0 Negroamaro-Susumaniello Rosato (Salento);$15;Numero 0 Negroamaro-Susumaniello;Rosato, Rosé;Salento, Southern Italy, Italy;Cantine Menhir;ALEXANDER PEARTREE;12%;750 ml;Rose;Francoli USA;7/1/2019;Southern Italy;Salento
Enticing scents of spring wildflower, white orchard fruit and pastry dough are some of the aromas you'll find on this fragrant sparkler. On the savory, elegant palate, a soft mousse and fresh acidity accompany ripe yellow apple, white grapefruit and a bread crust note. A hint of saline marks the close. KERIN O’KEEFE;90;Fratelli Berlucchi NV Brut (Franciacorta);$35;Brut;Chardonnay;Franciacorta, Lombardy, Italy;Fratelli Berlucchi;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Selected Estates of Europe Ltd;7/1/2019;Lombardy;Franciacorta
Made with organically farmed grapes, this savory rosé offers aromas of wild red berries and spring field flowers. It's bright and tangy, evoking sour cherry, strawberry and a hint of citrus zest alongside fresh acidity. It closes on a note of ground clove. KERIN O’KEEFE;90;Gorgo 2018 Bardolino Chiaretto;$12;;Red Blends, Red Blends;Bardolino Chiaretto, Veneto, Italy;Gorgo;KERIN O’KEEFE;12.5%;750 ml;Rose;Ideal Wine and Spirits;7/1/2019;Veneto;Bardolino Chiaretto
Aromas of white spring blossom, citrus, bread crust and saline shape the delicate nose. On the bright palate, fresh acidity and a silky mousse accompany creamy white peach, yellow apple and grapefruit before a white almond finish. KERIN O’KEEFE;90;Lantieri NV Cuvée Brut (Franciacorta);$28;Cuvée Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Lantieri;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Franciacorta Imports;7/1/2019;Lombardy;Franciacorta
